Movie Name,Votes,Certification,Gross (USD millions),Star 1,Star 2,Star 3,Star 4,Genre1,Genre2,Genre3,Popularity
47 Ronin,165242,PG-13,38.36,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,Tadanobu Asano,Action, Drama, Fantasy,2937
Keanu,50432,R,20.57,Keegan-Michael Key,Jordan Peele,Tiffany Haddish,Method Man,Action, Comedy, Crime,2943
Deliver Us from Evil,80902,R,30.58,Eric Bana,Edgar Ramírez,Olivia Munn,Chris Coy,Action, Adventure, Crime,2944
Hard Target,53723,R,32.59,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,Action, Crime, Thriller,2995
Shanghai Knights,109414,PG-13,60.48,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,Action, Adventure, Comedy,3085
Parker,125877,R,17.62,Jason Statham,Jennifer Lopez,Michael Chiklis,Nick Nolte,Action, Crime, Thriller,3107
The Losers,104633,PG-13,23.58,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans,Action, Adventure, Comedy,3159
Zathura: A Space Adventure,109598,PG,29.26,Josh Hutcherson,Jonah Bobo,Dax Shepard,Tim Robbins,Action, Adventure, Comedy,3177
Moonraker,104668,PG,70.31,Roger Moore,Lois Chiles,Michael Lonsdale,Richard Kiel,Action, Adventure, Sci-Fi,3272
Cold Pursuit,72518,R,32.14,Liam Neeson,Laura Dern,Micheál Neeson,Michael Eklund,Action, Comedy, Crime,3300
Taken 2,313857,PG-13,139.85,Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser,Action, Crime, Thriller,3321
Walking Tall,83165,PG-13,46.44,Dwayne Johnson,Ashley Scott,Johnny Knoxville,Michael Bowen,Action, Crime,,3344
Copshop,34587,R,,Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss,Action, Thriller,,3356
War,94092,R,22.49,Jet Li,Jason Statham,Nadine Velazquez,John Lone,Action, Crime, Thriller,3464
Redemption,74447,R,0.03,Jason Statham,Agata Buzek,Vicky McClure,Benedict Wong,Action, Crime, Drama,3474
The Silencing,28307,R,,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,Annabelle Wallis,Action, Crime, Mystery,3633
Death Race 2000,29245,R,8,David Carradine,Sylvester Stallone,Simone Griffeth,Mary Woronov,Action, Comedy, Sci-Fi,3790
Jack the Giant Slayer,142663,PG-13,65.19,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy,Action, Adventure, Fantasy,3963
Stuber,49530,R,22.37,Dave Bautista,Kumail Nanjiani,Mira Sorvino,Natalie Morales,Action, Comedy, Crime,4037
Takers,64277,PG-13,57.74,Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy,Action, Crime, Drama,4141
Jack Ryan: Shadow Recruit,135052,PG-13,50.58,Chris Pine,Kevin Costner,Keira Knightley,Kenneth Branagh,Action, Drama, Thriller,4214
Tower Heist,147897,PG-13,78.05,Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda,Action, Comedy, Crime,4260
Captain Underpants: The First Epic Movie,30249,PG,73.92,Kevin Hart,Thomas Middleditch,Ed Helms,Nick Kroll,Animation, Action, Adventure,4304
The Wall,28642,R,1.8,Aaron Taylor-Johnson,John Cena,Laith Nakli,,Action, Drama, Thriller,4350
Rogue,32076,R,0.01,Michael Vartan,Radha Mitchell,Sam Worthington,Caroline Brazier,Action, Drama, Horror,4379
Next,162441,PG-13,18.21,Nicolas Cage,Julianne Moore,Jessica Biel,Thomas Kretschmann,Action, Sci-Fi, Thriller,4540
Resident Evil: Extinction,200289,R,50.65,Milla Jovovich,Ali Larter,Oded Fehr,Iain Glen,Action, Horror, Sci-Fi,4681
Johnny English,166753,PG,28.08,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,Action, Adventure, Comedy,4741
Kung Pow: Enter the Fist,47397,PG-13,16.03,Steve Oedekerk,Fei Lung,Leo Lee,Ling-Ling Hsieh,Action, Comedy,,4806
Feast,32872,R,0.05,Navi Rawat,Krista Allen,Balthazar Getty,Judah Friedlander,Action, Comedy, Horror,
The Toxic Avenger,30073,R,,Andree Maranda,Mitch Cohen,Jennifer Babtist,Cindy Manion,Action, Comedy, Horror,
The Outsider,27546,TV-MA,,Jared Leto,Tadanobu Asano,Kippei Shîna,Shioli Kutsuna,Action, Crime, Drama,
Outlander,77012,R,0.16,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston,Action, Adventure, Sci-Fi,
The Devil's Own,68370,R,42.87,Harrison Ford,Brad Pitt,Margaret Colin,Rubén Blades,Action, Crime, Drama,
The Saint,70539,PG-13,61.36,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev,Action, Adventure, Romance,
Lionheart,37932,R,24.08,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,Action, Crime, Drama,
Eraser,114926,R,101.3,Arnold Schwarzenegger,Vanessa Williams,James Caan,James Coburn,Action, Crime, Thriller,
TMNT,66301,PG,54.15,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar,Animation, Action, Adventure,
The Eagle,72033,PG-13,19.49,Channing Tatum,Jamie Bell,Donald Sutherland,István Göz,Action, Adventure, Drama,
Johnny English Strikes Again,77753,PG,4.41,Rowan Atkinson,Ben Miller,Olga Kurylenko,Emma Thompson,Action, Adventure, Comedy,
Astro Boy,38273,PG,19.55,Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron,Animation, Action, Adventure,
Destroyer,30727,R,1.53,Nicole Kidman,Toby Kebbell,Tatiana Maslany,Sebastian Stan,Action, Crime, Drama,
Rising Sun,47213,R,63.1,Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,Action, Crime, Drama,
After the Sunset,48768,PG-13,28.33,Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,Action, Comedy, Crime,
Loaded Weapon 1,49789,PG-13,27.98,Emilio Estevez,Samuel L. Jackson,Jon Lovitz,Tim Curry,Action, Comedy, Crime,
The November Man,69219,R,24.98,Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Action, Thriller,,
Pokémon: The First Movie - Mewtwo Strikes Back,44418,G,85.74,Veronica Taylor,Rachael Lillis,Eric Stuart,Rica Matsumoto,Animation, Action, Adventure,
The Boondock Saints II: All Saints Day,65721,R,10.27,Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Action, Thriller,,
Last Knights,44299,R,,Clive Owen,Morgan Freeman,Aksel Hennie,Payman Maadi,Action, Drama, History,
Money Talks,30417,R,41.07,Charlie Sheen,Chris Tucker,Heather Locklear,Elise Neal,Action, Comedy, Crime,
A Lonely Place to Die,30038,R,,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,Action, Adventure, Crime,
Mr. Nice Guy,27985,PG-13,12.67,Jackie Chan,Richard Norton,Miki Lee,Karen McLymont,Action, Adventure, Comedy,
The Warrior's Way,26795,R,5.66,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush,Danny Huston,Action, Drama, Fantasy,
Ong Bak 2,31322,R,0.1,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,Primrata Dej-Udom,Action,,,
The Legend of Tomiris,42627,TV-14,,Ghassan Massoud,Aizhan Lighg,Eduardo Minett,Yerden Telemissov,Action, Drama, History,
Dabangg,33399,Not Rated,4.63,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan,Action, Comedy, Crime,
Ant-Man and the Wasp: Quantumania,165417,PG-13,,Paul Rudd,Evangeline Lilly,Michael Douglas,Michelle Pfeiffer,Action, Adventure, Comedy,8
San Andreas,246153,PG-13,155.19,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes,Action, Adventure, Thriller,700
The Lost City,134466,PG-13,105.34,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph,Action, Adventure, Comedy,759
Mission: Impossible II,352999,PG-13,215.41,Tom Cruise,Dougray Scott,Thandiwe Newton,Ving Rhames,Action, Adventure, Thriller,
Snow White and the Huntsman,295149,PG-13,155.33,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,Action, Adventure, Drama,908
Justice League,463222,PG-13,229.02,Ben Affleck,Gal Gadot,Jason Momoa,Ezra Miller,Action, Adventure, Fantasy,966
Jack Reacher: Never Go Back,165338,PG-13,58.7,Tom Cruise,Cobie Smulders,Aldis Hodge,Robert Knepper,Action, Crime, Drama,975
Ambulance,83077,R,22.78,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt,Action, Crime, Drama,978
6 Underground,185572,R,,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,Action, Thriller,,1034
Lou,29752,R,,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Ridley Asha Bateman,Action, Crime, Drama,1223
Day Shift,83263,R,,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Meagan Good,Action, Comedy, Fantasy,1384
Jurassic World: Fallen Kingdom,327486,PG-13,417.72,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,Action, Adventure, Sci-Fi,1568
Mortal Engines,130965,PG-13,15.95,Hera Hilmar,Robert Sheehan,Hugo Weaving,Jihae,Action, Adventure, Fantasy,1610
The Sentinel,50904,PG-13,36.28,Michael Douglas,Kiefer Sutherland,Kim Basinger,Eva Longoria,Action, Crime, Thriller,1645
Hitman's Wife's Bodyguard,99698,R,,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Antonio Banderas,Action, Comedy, Crime,1714
Blood Red Sky,51584,TV-MA,,Peri Baumeister,Carl Anton Koch,Alexander Scheer,Kais Setti,Action, Adventure, Drama,1836
Lifeforce,27446,R,11.6,Steve Railsback,Mathilda May,Peter Firth,Frank Finlay,Action, Horror, Mystery,1859
I Am Number Four,241890,PG-13,55.1,Alex Pettyfer,Timothy Olyphant,Dianna Agron,Teresa Palmer,Action, Adventure, Sci-Fi,1914
Lightyear,114072,PG,118.31,Chris Evans,Keke Palmer,Peter Sohn,Taika Waititi,Animation, Action, Adventure,1933
Superman Returns,287258,PG-13,200.08,Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,Action, Adventure, Sci-Fi,1945
RoboCop,233598,PG-13,58.61,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,Action, Crime, Sci-Fi,1976
Rampage,175691,PG-13,101.03,Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,Action, Adventure, Sci-Fi,2075
Code 8,42048,Not Rated,,Kari Matchett,Robbie Amell,Penny Eizenga,Lawrence Bayne,Action, Crime, Drama,2255
The Expendables 3,187818,PG-13,39.32,Sylvester Stallone,Jason Statham,Jet Li,Antonio Banderas,Action, Adventure, Thriller,2300
Crawl,88468,R,39.01,Kaya Scodelario,Barry Pepper,Morfydd Clark,Ross Anderson,Action, Adventure, Horror,2378
Die Another Day,223588,PG-13,160.94,Pierce Brosnan,Halle Berry,Rosamund Pike,Toby Stephens,Action, Adventure, Thriller,2430
Rambo: Last Blood,103329,R,44.82,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,Action, Crime, Thriller,2564
Push,113620,PG-13,31.81,Camilla Belle,Dakota Fanning,Chris Evans,Colin Ford,Action, Sci-Fi, Thriller,2590
Mile 22,83291,R,36.11,Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich,Action, Thriller,,2685
Jumper,313813,PG-13,80.17,Hayden Christensen,Samuel L. Jackson,Jamie Bell,Rachel Bilson,Action, Adventure, Sci-Fi,2722
Days of Thunder,92396,PG-13,82.67,Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,Action, Drama, Sport,2737
The Sorcerer's Apprentice,165923,PG,63.15,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Action, Adventure, Family,2989
Dora and the Lost City of Gold,32317,PG,60.48,Isabela Merced,Eugenio Derbez,Michael Peña,Eva Longoria,Action, Adventure, Comedy,3026
The Huntsman: Winter's War,114222,PG-13,48.39,Chris Hemsworth,Jessica Chastain,Charlize Theron,Emily Blunt,Action, Adventure, Drama,3101
Resident Evil: Apocalypse,204531,R,51.2,Milla Jovovich,Sienna Guillory,Eric Mabius,Oded Fehr,Action, Horror, Sci-Fi,3148
The Protégé,34935,R,,Michael Keaton,Maggie Q,Samuel L. Jackson,David Rintoul,Action, Thriller,,3324
Mystery Men,68821,PG-13,29.76,Ben Stiller,Janeane Garofalo,William H. Macy,Hank Azaria,Action, Comedy, Fantasy,3392
The Postman,75972,R,17.63,Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,Action, Adventure, Drama,3414
Blitz,88937,R,,Jason Statham,Paddy Considine,Aidan Gillen,Zawe Ashton,Action, Crime, Thriller,3419
The Girl in the Spider's Web,49496,R,14.84,Claire Foy,Beau Gadsdon,Sverrir Gudnason,LaKeith Stanfield,Action, Crime, Drama,3425
Krull,34856,PG,16.52,Ken Marshall,Lysette Anthony,Freddie Jones,Francesca Annis,Action, Adventure, Fantasy,3686
Deep Rising,38896,R,11.2,Treat Williams,Famke Janssen,Anthony Heald,Kevin J. O'Connor,Action, Adventure, Horror,3739
Universal Soldier,92924,R,36.3,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,Action, Sci-Fi,,3865
Crank: High Voltage,154149,R,13.63,Jason Statham,Amy Smart,Clifton Collins Jr.,Dwight Yoakam,Action, Crime, Thriller,3880
Hansel & Gretel: Witch Hunters,211299,R,55.7,Jeremy Renner,Gemma Arterton,Peter Stormare,Famke Janssen,Action, Fantasy, Horror,3935
Vampires,61439,R,20.24,James Woods,Daniel Baldwin,Sheryl Lee,Thomas Ian Griffith,Action, Horror, Thriller,3977
Never Say Never Again,70270,PG,55.5,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Max von Sydow,Action, Adventure, Thriller,4104
The Karate Kid Part II,94176,PG,115.1,Pat Morita,Ralph Macchio,Pat E. Johnson,Bruce Malmuth,Action, Family, Sport,4322
Hit and Run,36851,R,13.75,Dax Shepard,Kristen Bell,Bradley Cooper,Kristin Chenoweth,Action, Adventure, Comedy,4442
Broken Arrow,102030,R,70.77,John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Action, Adventure, Thriller,4496
The Promise,177238,PG-13,,Oscar Isaac,Charlotte Le Bon,Christian Bale,Daniel Giménez Cacho,Action, Adventure, Drama,4896
The Collection,51870,R,12.84,Josh Stewart,Emma Fitzpatrick,Christopher McDonald,Randall Archer,Action, Adventure, Horror,
Windtalkers,71288,R,40.91,Nicolas Cage,Adam Beach,Peter Stormare,Noah Emmerich,Action, Drama, War,
Ride Along,118474,PG-13,134.94,Ice Cube,Kevin Hart,Tika Sumpter,John Leguizamo,Action, Comedy, Crime,
Sky Captain and the World of Tomorrow,86168,PG,37.76,Gwyneth Paltrow,Jude Law,Angelina Jolie,Giovanni Ribisi,Action, Adventure, Mystery,
American Ultra,93852,R,14.43,Jesse Eisenberg,Kristen Stewart,Connie Britton,John Leguizamo,Action, Comedy,,
Red State,65794,R,1.1,Michael Parks,Melissa Leo,John Goodman,Michael Angarano,Action, Crime, Horror,
Red Heat,73369,R,34.99,Arnold Schwarzenegger,Jim Belushi,Peter Boyle,Ed O'Ross,Action, Comedy, Crime,
Point of No Return,29236,R,30.04,Bridget Fonda,Gabriel Byrne,Dermot Mulroney,Miguel Ferrer,Action, Crime, Drama,
Heist,31562,R,,Robert De Niro,Jeffrey Dean Morgan,Dave Bautista,Kate Bosworth,Action, Crime, Drama,
Sphere,109222,PG-13,37.02,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote,Action, Mystery, Sci-Fi,
Romeo Must Die,72066,R,55.97,Jet Li,Aaliyah,Isaiah Washington,Russell Wong,Action, Crime, Thriller,
Solomon Kane,74884,R,,James Purefoy,Max von Sydow,Rachel Hurd-Wood,Pete Postlethwaite,Action, Adventure, Fantasy,
Broken City,82134,R,19.7,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Jeffrey Wright,Action, Crime, Drama,
Flight of the Phoenix,55584,PG-13,21.01,Dennis Quaid,Miranda Otto,Giovanni Ribisi,Tyrese Gibson,Action, Adventure, Drama,
Hotel Artemis,55642,R,6.71,Jodie Foster,Sofia Boutella,Dave Bautista,Sterling K. Brown,Action, Crime, Drama,
30 Minutes or Less,104117,R,37.05,Jesse Eisenberg,Danny McBride,Nick Swardson,Aziz Ansari,Action, Comedy, Crime,
Big Stan,45895,R,,Rob Schneider,David Carradine,Sally Kirkland,Jennifer Morrison,Action, Comedy,,
The Jewel of the Nile,59876,PG,75.97,Michael Douglas,Kathleen Turner,Danny DeVito,Spyros Fokas,Action, Adventure, Comedy,
Hobo with a Shotgun,47502,Not Rated,0.7,Rutger Hauer,Pasha Ebrahimi,Robb Wells,Brian Downey,Action, Comedy, Horror,
Ironclad,42882,R,,Paul Giamatti,Jason Flemyng,Brian Cox,James Purefoy,Action, Drama, History,
Undisputed,33416,R,12.76,Wesley Snipes,Ving Rhames,Peter Falk,Michael Rooker,Action, Crime, Drama,
Conquest of the Planet of the Apes,34104,PG,9.81,Roddy McDowall,Don Murray,Ricardo Montalban,Natalie Trundy,Action, Sci-Fi,,
"Tomorrow, When the War Began",31571,R,,Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,Deniz Akdeniz,Action, Adventure, Drama,
Mercury Rising,76092,R,32.94,Bruce Willis,Miko Hughes,Alec Baldwin,Chi McBride,Action, Crime, Drama,
Gringo,31244,R,4.97,Joel Edgerton,Charlize Theron,David Oyelowo,Thandiwe Newton,Action, Comedy, Crime,
Murder at 1600,31925,R,25.83,Wesley Snipes,Diane Lane,Daniel Benzali,Dennis Miller,Action, Crime, Drama,
The Replacement Killers,29809,R,18.97,Chow Yun-Fat,Mira Sorvino,Michael Rooker,Kenneth Tsang,Action, Crime, Thriller,
15 Minutes,51164,R,24.4,Robert De Niro,Edward Burns,Kelsey Grammer,Avery Brooks,Action, Crime, Drama,
Welcome to the Punch,34026,R,0.01,James McAvoy,Mark Strong,Andrea Riseborough,Peter Mullan,Action, Crime, Thriller,
The Lovebirds,26927,R,,Issa Rae,Kumail Nanjiani,Paul Sparks,Anna Camp,Action, Comedy, Crime,
Seeking Justice,47139,R,0.04,Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Action, Crime, Drama,
Chennai Express,58379,Not Rated,5.31,Deepika Padukone,Shah Rukh Khan,Sathyaraj,Nikitin Dheer,Action, Comedy, Drama,
Antitrust,29807,PG-13,10.97,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,Claire Forlani,Action, Crime, Drama,
Thunivu,27576,Not Rated,,Ajith Kumar,Manju Warrier,Samuthirakani,John Kokken,Action, Crime, Thriller,
Sooryavanshi,77927,UA,,Akshay Kumar,Katrina Kaif,Ajay Devgn,Ranveer Singh,Action, Crime, Thriller,
2,25676,Not Rated,5.57,Rajinikanth,Akshay Kumar,Amy Jackson,Adil Hussain,Action, Sci-Fi, Thriller,
Shazam! Fury of the Gods,80274,PG-13,,Zachary Levi,Asher Angel,Jack Dylan Grazer,Rachel Zegler,Action, Adventure, Comedy,19
The Fast and the Furious: Tokyo Drift,283721,PG-13,62.51,Lucas Black,Zachery Ty Bryan,Shad Moss,Damien Marzette,Action, Crime, Thriller,124
Mortal Kombat (2021),181075,R,42.2,Lewis Tan,Jessica McNamee,Josh Lawson,Joe Taslim,Action, Adventure, Fantasy,310
Birds of Prey,249636,R,84.16,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead,Jurnee Smollett,Action, Comedy, Crime,930
Murder Mystery,155710,PG-13,,Adam Sandler,Jennifer Aniston,Luke Evans,Terence Stamp,Action, Comedy, Crime,941
Exodus: Gods and Kings,172929,PG-13,65.01,Christian Bale,Joel Edgerton,Ben Kingsley,Sigourney Weaver,Action, Adventure, Drama,1205
Van Helsing,274601,PG-13,120.18,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Shuler Hensley,Action, Adventure, Fantasy,1290
Godzilla: King of the Monsters,190676,PG-13,110.5,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Ken Watanabe,Action, Adventure, Fantasy,1512
S.W.A.T.,150929,PG-13,116.93,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Action, Adventure, Crime,1530
Immortals,172059,R,83.5,Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff,Action, Drama, Fantasy,1850
Sucker Punch,246639,PG-13,36.39,Emily Browning,Vanessa Hudgens,Abbie Cornish,Jena Malone,Action, Adventure, Fantasy,2071
Gunpowder Milkshake,47760,R,,Karen Gillan,Lena Headey,Carla Gugino,Michelle Yeoh,Action, Crime, Thriller,2122
Speed Racer,76141,PG,43.95,Emile Hirsch,Matthew Fox,Christina Ricci,Nicholas Elia,Action, Adventure, Comedy,2144
Hercules,160246,PG-13,72.69,Dwayne Johnson,John Hurt,Ian McShane,Joseph Fiennes,Action, Adventure, Fantasy,2228
Unhinged,72332,R,20.83,Russell Crowe,Caren Pistorius,Gabriel Bateman,Jimmi Simpson,Action, Thriller,,2502
Those Who Wish Me Dead,65722,R,,Angelina Jolie,Nicholas Hoult,Finn Little,Jon Bernthal,Action, Drama, Thriller,2565
Miami Vice,120301,R,63.45,Colin Farrell,Jamie Foxx,Gong Li,Naomie Harris,Action, Adventure, Crime,2618
Don't Breathe 2,63308,R,32.64,Stephen Lang,Madelyn Grace,Brendan Sexton III,Adam Young,Action, Crime, Horror,2968
The Tourist,249250,PG-13,67.63,Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton,Action, Thriller,,3052
Dante's Peak,94341,PG-13,67.13,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,Jeremy Foley,Action, Adventure, Thriller,3064
The Time Machine,127087,PG-13,56.68,Guy Pearce,Yancey Arias,Mark Addy,Phyllida Law,Action, Adventure, Sci-Fi,3108
The Spy Who Dumped Me,80114,R,33.56,Justin Theroux,Kate McKinnon,Blanka Györfi-Tóth,Mila Kunis,Action, Adventure, Comedy,3152
Taken 3,198016,PG-13,89.26,Liam Neeson,Forest Whitaker,Maggie Grace,Famke Janssen,Action, Crime, Thriller,3339
Project Power,93086,R,,Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,Rodrigo Santoro,Action, Crime, Sci-Fi,3459
Sahara,100467,PG-13,68.67,Matthew McConaughey,Penélope Cruz,Steve Zahn,Mark Aspinall,Action, Adventure, Comedy,3716
Cowboys & Aliens,226146,PG-13,100.24,Daniel Craig,Harrison Ford,Olivia Wilde,Abigail Spencer,Action, Drama, Sci-Fi,3897
G.I. Jane,84171,R,48.17,Demi Moore,Viggo Mortensen,Anne Bancroft,Jason Beghe,Action, Drama, War,4211
Transporter 3,171553,PG-13,31.72,Jason Statham,Robert Knepper,Natalya Rudakova,François Berléand,Action, Adventure, Thriller,4481
The Purge: Election Year,105184,R,79.21,Frank Grillo,Elizabeth Mitchell,Mykelti Williamson,J.J. Soria,Action, Horror, Sci-Fi,4819
Beneath the Planet of the Apes,48885,G,19,James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison,Action, Adventure, Sci-Fi,4926
CHIPS,49518,R,18.6,Michael Peña,Dax Shepard,Vincent D'Onofrio,Rosa Salazar,Action, Comedy, Crime,4963
Honest Thief,53849,PG-13,14.16,Liam Neeson,Kate Walsh,Jai Courtney,Jeffrey Donovan,Action, Thriller,,4997
The Lego Ninjago Movie,27956,PG,59.28,Jackie Chan,Dave Franco,Fred Armisen,Kumail Nanjiani,Animation, Action, Adventure,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,57955,PG,78.66,Paige Turco,David Warner,Michelan Sisti,Leif Tilden,Action, Adventure, Comedy,
The Net,70848,PG-13,50.73,Sandra Bullock,Jeremy Northam,Dennis Miller,Diane Baker,Action, Crime, Drama,
Shaft,78776,R,70.33,Samuel L. Jackson,Vanessa Williams,Christian Bale,Jeffrey Wright,Action, Crime, Thriller,
A Man Apart,48485,R,26.18,Vin Diesel,Timothy Olyphant,Larenz Tate,Geno Silva,Action, Crime, Drama,
Valhalla Rising,62102,Not Rated,0.02,Mads Mikkelsen,Maarten Stevenson,Alexander Morton,Stewart Porter,Action, Adventure, Drama,
Captive State,55820,PG-13,5.96,John Goodman,Ashton Sanders,Jonathan Majors,Vera Farmiga,Action, Horror, Sci-Fi,
Above the Law,33414,R,18.87,Steven Seagal,Pam Grier,Henry Silva,Ron Dean,Action, Crime, Drama,
Soldier,58158,R,14.57,Kurt Russell,Jason Scott Lee,Jason Isaacs,Connie Nielsen,Action, Drama, Sci-Fi,
